"","Especie","Registros","GBIF","CBC","Reino","Filo","Clase","Orden","Familia","Género"
"8405","Maclura tinctoria",128,"https://www.gbif.org/species/2984583","https://catalogo.biodiversidad.co/file/595fc3bc2f4fd7bc7f3a2fbb/summary","Plantae","Tracheophyta","Magnoliopsida","Rosales","Moraceae","Maclura"
"8406","Macraspis chrysis",24,"https://www.gbif.org/species/5990476",NA,"Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Macraspis"
"8407","Macraspis melanaria",3,"https://www.gbif.org/species/5990499",NA,"Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Macraspis"
"8408","Macroagelaius subalaris",33,"https://www.gbif.org/species/2484179",NA,"Animalia","Chordata","Aves","Passeriformes","Icteridae","Macroagelaius"
"8409","Macrobrachium brasiliense",5,"https://www.gbif.org/species/2224644",NA,"Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Macrobrachium"
"8410","Macrobrachium carcinus",1,"https://www.gbif.org/species/2224580",NA,"Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Macrobrachium"
"8411","Macrobrachium heterochirus",1,"https://www.gbif.org/species/2224663",NA,"Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Macrobrachium"
"8412","Macrobrachium surinamicum",1,"https://www.gbif.org/species/2224803",NA,"Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Macrobrachium"
"8413","Macrocarpaea glabra",179,"https://www.gbif.org/species/3840682",NA,"Plantae","Tracheophyta","Magnoliopsida","Gentianales","Gentianaceae","Macrocarpaea"
"8414","Macrocarpaea nicotianifolia",8,"https://www.gbif.org/species/3840290",NA,"Plantae","Tracheophyta","Magnoliopsida","Gentianales","Gentianaceae","Macrocarpaea"
"8415","Macroclinium oberonia",2,"https://www.gbif.org/species/2830327",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Macroclinium"
"8416","Macrocnemum roseum",1,"https://www.gbif.org/species/2895641",NA,"Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Macrocnemum"
"8417","Macrocoma gastonyi",1,"https://www.gbif.org/species/5281173",NA,"Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","Macrocoma"
"8418","Macrodactylus cyanonigrus",1,"https://www.gbif.org/species/1050826",NA,"Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Macrodactylus"
"8419","Macrodactylus tenuilineatus",2,"https://www.gbif.org/species/1050863",NA,"Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Macrodactylus"
"8420","Macrodontia cervicornis",1,"https://www.gbif.org/species/1157367","https://catalogo.biodiversidad.co/file/56e1d55783c45700544e3d41/summary","Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Macrodontia"
"8421","Macrolepiota capelariae",1,"https://www.gbif.org/species/12253532",NA,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Macrolepiota"
"8422","Macrolepiota clelandii",1,"https://www.gbif.org/species/2536718",NA,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Macrolepiota"
"8423","Macrolepiota colombiana",46,"https://www.gbif.org/species/3339767",NA,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Macrolepiota"
"8424","Macrolepiota procera",1,"https://www.gbif.org/species/8914748",NA,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Macrolepiota"
"8425","Macrolobium colombianum",7,"https://www.gbif.org/species/2948831",NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Macrolobium"
"8426","Macrolobium gracile",2,"https://www.gbif.org/species/2948817",NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Macrolobium"
"8427","Macrolobium longipes",1,"https://www.gbif.org/species/2948798",NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Macrolobium"
"8428","Macromitrium attenuatum",2,"https://www.gbif.org/species/2672204","https://catalogo.biodiversidad.co/file/61c60c62a25d0b7e6081185c/summary","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","Macromitrium"
"8429","Macromitrium aureum",2,"https://www.gbif.org/species/2672133",NA,"Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","Macromitrium"
"8430","Macromitrium cirrosum",2,"https://www.gbif.org/species/2672392",NA,"Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","Macromitrium"
"8431","Macromitrium guatemalense",38,"https://www.gbif.org/species/2672115",NA,"Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","Macromitrium"
"8432","Macromitrium longifolium",80,"https://www.gbif.org/species/2672263",NA,"Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","Macromitrium"
"8433","Macromitrium pseudofimbriatum",7,"https://www.gbif.org/species/2672322",NA,"Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","Macromitrium"
"8434","Macromitrium punctatum",5,"https://www.gbif.org/species/2672280",NA,"Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","Macromitrium"
"8435","Macromitrium subcirrhosum",4,"https://www.gbif.org/species/2672244",NA,"Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","Macromitrium"
"8436","Macromitrium swainsonii",11,"https://www.gbif.org/species/2672310",NA,"Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","Macromitrium"
"8437","Macromitrium trachypodium",5,"https://www.gbif.org/species/2672140",NA,"Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","Macromitrium"
"8438","Macromitrium ulophyllum",7,"https://www.gbif.org/species/2672372",NA,"Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","Macromitrium"
"8439","Macropharynx colombiana",1,"https://www.gbif.org/species/9556783",NA,"Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Macropharynx"
"8440","Macropsychanthus aureus",3,"https://www.gbif.org/species/11377867",NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Macropsychanthus"
"8441","Macropsychanthus comosus",5,"https://www.gbif.org/species/10954319",NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Macropsychanthus"
"8442","Macropsychanthus pulcher",5,"https://www.gbif.org/species/11371480",NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Macropsychanthus"
"8443","Macroptilium atropurpureum",23,"https://www.gbif.org/species/2945047",NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Macroptilium"
"8444","Macroptilium erythroloma",4,"https://www.gbif.org/species/2945076",NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Macroptilium"
"8445","Macroptilium gracile",1,"https://www.gbif.org/species/2945054",NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Macroptilium"
"8446","Macroptilium lathyroides",12,"https://www.gbif.org/species/2945063",NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Macroptilium"
"8447","Macroscepis hirsuta",13,"https://www.gbif.org/species/3579340",NA,"Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Macroscepis"
"8448","Macroscepis urceolata",9,"https://www.gbif.org/species/3579186",NA,"Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Macroscepis"
"8449","Macrosiphum euphorbiae",2,"https://www.gbif.org/species/2077747",NA,"Animalia","Arthropoda","Insecta","Hemiptera","Aphididae","Macrosiphum"
"8450","Macrosiphum rosae",1,"https://www.gbif.org/species/2077659",NA,"Animalia","Arthropoda","Insecta","Hemiptera","Aphididae","Macrosiphum"
"8451","Macrosoma conifera",1,"https://www.gbif.org/species/5150034",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Hedylidae","Macrosoma"
"8452","Macrothelypteris torresiana",3,"https://www.gbif.org/species/2651340",NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Thelypteridaceae","Macrothelypteris"
"8453","Macrothemis hemichlora",2,"https://www.gbif.org/species/1428017",NA,"Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Macrothemis"
"8454","Macrothemis imitans",1,"https://www.gbif.org/species/1428019",NA,"Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Macrothemis"
"8455","Macugonalia moesta",2,"https://www.gbif.org/species/2039402",NA,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Macugonalia"
"8456","Maculiparia annulicornis",3,"https://www.gbif.org/species/1715001",NA,"Animalia","Arthropoda","Insecta","Orthoptera","Romaleidae","Maculiparia"
"8457","Magneuptychia libye",7,"https://www.gbif.org/species/1901744",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Magneuptychia"
"8458","Magnolia caricaefragrans",4,"https://www.gbif.org/species/11151426",NA,"Plantae","Tracheophyta","Magnoliopsida","Magnoliales","Magnoliaceae","Magnolia"
"8459","Magnolia caricifragrans",98,"https://www.gbif.org/species/3153488","https://catalogo.biodiversidad.co/file/566f10fdf289f5a40c0cd275/summary","Plantae","Tracheophyta","Magnoliopsida","Magnoliales","Magnoliaceae","Magnolia"
"8460","Magnolia cespedesii",15,"https://www.gbif.org/species/3153156","https://catalogo.biodiversidad.co/file/566f14a2f289f5a40c0cd276/summary","Plantae","Tracheophyta","Magnoliopsida","Magnoliales","Magnoliaceae","Magnolia"
"8461","Magnolia grandiflora",12,"https://www.gbif.org/species/9605163",NA,"Plantae","Tracheophyta","Magnoliopsida","Magnoliales","Magnoliaceae","Magnolia"
"8462","Magnolia guatapensis",1,"https://www.gbif.org/species/3153887","https://catalogo.biodiversidad.co/file/566f65bff289f5a40c0cd288/summary","Plantae","Tracheophyta","Magnoliopsida","Magnoliales","Magnoliaceae","Magnolia"
"8463","Magnolia hernandezii",1,"https://www.gbif.org/species/3153324","https://catalogo.biodiversidad.co/file/566f79dff289f5a40c0cd28b/summary","Plantae","Tracheophyta","Magnoliopsida","Magnoliales","Magnoliaceae","Magnolia"
"8464","Magnolia sambuensis",2,"https://www.gbif.org/species/3153578","https://catalogo.biodiversidad.co/file/5670280ef289f5a40c0cd297/summary","Plantae","Tracheophyta","Magnoliopsida","Magnoliales","Magnoliaceae","Magnolia"
"8465","Mahanarva cruxminor",1,"https://www.gbif.org/species/8031273",NA,"Animalia","Arthropoda","Insecta","Hemiptera","Cercopidae","Mahanarva"
"8466","Mahnertius hadrodentatus",1,"https://www.gbif.org/species/8912659",NA,"Animalia","Arthropoda","Arachnida","Pseudoscorpiones","Ideoroncidae","Mahnertius"
"8467","Malachra alceifolia",8,"https://www.gbif.org/species/3152767","https://catalogo.biodiversidad.co/file/595fc5b02f4fd7bc7f3a3072/summary","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Malachra"
"8468","Malachra rudis",46,"https://www.gbif.org/species/3935898","https://catalogo.biodiversidad.co/file/594dd65a2f4fd7bc7f39980a/summary","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Malachra"
"8469","Malacopterus tenellus",7,"https://www.gbif.org/species/5000573",NA,"Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Malacopterus"
"8470","Malacoptila fulvogularis",13,"https://www.gbif.org/species/2475143",NA,"Animalia","Chordata","Aves","Piciformes","Bucconidae","Malacoptila"
"8471","Malacoptila fusca",3,"https://www.gbif.org/species/2475157",NA,"Animalia","Chordata","Aves","Piciformes","Bucconidae","Malacoptila"
"8472","Malacoptila mystacalis",324,"https://www.gbif.org/species/2475142",NA,"Animalia","Chordata","Aves","Piciformes","Bucconidae","Malacoptila"
"8473","Malacoptila panamensis",10,"https://www.gbif.org/species/2475147",NA,"Animalia","Chordata","Aves","Piciformes","Bucconidae","Malacoptila"
"8474","Malaxis andicola",4,"https://www.gbif.org/species/2807913",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Malaxis"
"8475","Malaxis crispifolia",9,"https://www.gbif.org/species/2807934",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Malaxis"
"8476","Malaxis excavata",48,"https://www.gbif.org/species/2807892",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Malaxis"
"8477","Malaxis fastigiata",11,"https://www.gbif.org/species/2807782",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Malaxis"
"8478","Malaxis lobulata",7,"https://www.gbif.org/species/2808238",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Malaxis"
"8479","Malenamastax tobiensis",5,"https://www.gbif.org/species/7805654",NA,"Animalia","Arthropoda","Insecta","Orthoptera","Eumastacidae","Malenamastax"
"8480","Mallodonopsis mexicanus",4,"https://www.gbif.org/species/1143414",NA,"Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Mallodonopsis"
"8481","Malmidea fuscella",22,"https://www.gbif.org/species/8829981",NA,"Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Malmideaceae","Malmidea"
"8482","Malmidea granifera",32,"https://www.gbif.org/species/6755214",NA,"Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Malmideaceae","Malmidea"
"8483","Malmidea leptoloma",10,"https://www.gbif.org/species/8976611",NA,"Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Malmideaceae","Malmidea"
"8484","Malmidea piperis",1,"https://www.gbif.org/species/6755210",NA,"Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Malmideaceae","Malmidea"
"8485","Malmidea rhodopsis",6,"https://www.gbif.org/species/10865533",NA,"Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Malmideaceae","Malmidea"
"8486","Malmidea vinosa",1,"https://www.gbif.org/species/6755216",NA,"Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Malmideaceae","Malmidea"
"8487","Malpighia coccigera",1,"https://www.gbif.org/species/5421430",NA,"Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Malpighiaceae","Malpighia"
"8488","Malpighia glabra",29,"https://www.gbif.org/species/5421429","https://catalogo.biodiversidad.co/file/5fdccfc5b3e9b3372bc87148/summary","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Malpighiaceae","Malpighia"
"8489","Malthonea spinosa",1,"https://www.gbif.org/species/1144403",NA,"Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Malthonea"
"8490","Malus domestica",2,"https://www.gbif.org/species/3001244",NA,"Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Malus"
"8491","Malva arborea",10,"https://www.gbif.org/species/3935079",NA,"Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Malva"
"8492","Malva assurgentiflora",10,"https://www.gbif.org/species/3935047",NA,"Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Malva"
"8493","Malva clementii",2,"https://www.gbif.org/species/8402586",NA,"Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Malva"
"8494","Malva nicaeensis",5,"https://www.gbif.org/species/3152367",NA,"Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Malva"
"8495","Malva parviflora",17,"https://www.gbif.org/species/3152378",NA,"Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Malva"
"8496","Malva sylvestris",24,"https://www.gbif.org/species/3152374",NA,"Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Malva"
"8497","Malvastrum americanum",16,"https://www.gbif.org/species/3152264",NA,"Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Malvastrum"
"8498","Malvastrum coromandelianum",12,"https://www.gbif.org/species/3152268",NA,"Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Malvastrum"
"8499","Malvaviscus arboreus",14,"https://www.gbif.org/species/3152775","https://catalogo.biodiversidad.co/file/595fc8022f4fd7bc7f3a3116/summary","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Malvaviscus"
"8500","Malvaviscus concinnus",34,"https://www.gbif.org/species/3937390",NA,"Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Malvaviscus"
"8501","Malvaviscus penduliflorus",5,"https://www.gbif.org/species/3152776",NA,"Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Malvaviscus"
"8502","Mammaliicoccus sciuri",1,"https://www.gbif.org/species/11860694",NA,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Mammaliicoccus"
"8503","Mammea americana",9,"https://www.gbif.org/species/3189421","https://catalogo.biodiversidad.co/file/56e78b0f83c45700544e4111/summary","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Calophyllaceae","Mammea"
"8504","Mammillaria columbiana",1,"https://www.gbif.org/species/7281020","https://catalogo.biodiversidad.co/file/5fedeabc57c1f62810d0a6d4/summary","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Mammillaria"
"8505","Mammillaria magnimamma",1,"https://www.gbif.org/species/7284530",NA,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Mammillaria"
"8506","Mammites powelli",1,"https://www.gbif.org/species/4981721",NA,"Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotales","Acanthocerataceae","Mammites"
"8507","Manacus manacus",1984,"https://www.gbif.org/species/2487672","https://catalogo.biodiversidad.co/file/56e3303883c45700544e3daf/summary","Animalia","Chordata","Aves","Passeriformes","Pipridae","Manacus"
"8508","Manataria hercyna",1,"https://www.gbif.org/species/1911933",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Manataria"
"8509","Manataria maculata",4,"https://www.gbif.org/species/1911939",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Manataria"
"8510","Mandevilla bogotensis",10,"https://www.gbif.org/species/3618968",NA,"Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Mandevilla"
"8511","Mandevilla bracteata",1,"https://www.gbif.org/species/3618864",NA,"Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Mandevilla"
"8512","Mandevilla callista",1,"https://www.gbif.org/species/3618769",NA,"Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Mandevilla"
"8513","Mandevilla congesta",8,"https://www.gbif.org/species/3618594",NA,"Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Mandevilla"
"8514","Mandevilla fragilis",1,"https://www.gbif.org/species/3618163",NA,"Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Mandevilla"
"8515","Mandevilla hirsuta",1,"https://www.gbif.org/species/3169659",NA,"Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Mandevilla"
"8516","Mandevilla mollissima",29,"https://www.gbif.org/species/3617095",NA,"Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Mandevilla"
"8517","Mandevilla pubescens",4,"https://www.gbif.org/species/7370283",NA,"Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Mandevilla"
"8518","Mandevilla rugellosa",1,"https://www.gbif.org/species/3616415",NA,"Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Mandevilla"
"8519","Mandevilla scabra",2,"https://www.gbif.org/species/3616220",NA,"Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Mandevilla"
"8520","Mandevilla schlimii",9,"https://www.gbif.org/species/3616204",NA,"Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Mandevilla"
"8521","Mandevilla speciosa",10,"https://www.gbif.org/species/3616079",NA,"Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Mandevilla"
