"","Especie","Registros","GBIF","CBC","Reino","Filo","Clase","Orden","Familia","Género"
"6442","Masdevallia laevis",1,"https://www.gbif.org/species/2848325","https://catalogo.biodiversidad.co/file/56e789f783c45700544e40fb/summary","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Masdevallia"
"6443","Masdevallia macroglossa",1,"https://www.gbif.org/species/2848261",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Masdevallia"
"6444","Masdevallia medusa",10,"https://www.gbif.org/species/2848670","https://catalogo.biodiversidad.co/file/5b5b3fd5f0d3bfe0305745ed/summary","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Masdevallia"
"6445","Masdevallia melanoxantha",5,"https://www.gbif.org/species/2848486",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Masdevallia"
"6446","Masdevallia picturata",5,"https://www.gbif.org/species/2848735","https://catalogo.biodiversidad.co/file/56e78b8983c45700544e411a/summary","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Masdevallia"
"6447","Masdevallia platyglossa",2,"https://www.gbif.org/species/2848500","https://catalogo.biodiversidad.co/file/56e78ba883c45700544e411b/summary","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Masdevallia"
"6448","Masdevallia purpurella",4,"https://www.gbif.org/species/2848832","https://catalogo.biodiversidad.co/file/56e78be683c45700544e4120/summary","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Masdevallia"
"6449","Masdevallia sanctae-fidei",2,"https://www.gbif.org/species/2848547",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Masdevallia"
"6450","Masdevallia sceptrum",16,"https://www.gbif.org/species/2848210",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Masdevallia"
"6451","Masdevallia schlimii",5,"https://www.gbif.org/species/2848093",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Masdevallia"
"6452","Masdevallia strumifera",11,"https://www.gbif.org/species/2849088","https://catalogo.biodiversidad.co/file/56e78d6083c45700544e4138/summary","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Masdevallia"
"6453","Masdevallia xanthina",1,"https://www.gbif.org/species/2848168","https://catalogo.biodiversidad.co/file/56e78f1883c45700544e4157/summary","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Masdevallia"
"6454","Masius chrysopterus",133,"https://www.gbif.org/species/2487740",NA,"Animalia","Chordata","Aves","Passeriformes","Pipridae","Masius"
"6455","Mastigodryas boddaerti",31,"https://www.gbif.org/species/2456203",NA,"Animalia","Chordata","Squamata",NA,"Colubridae","Mastigodryas"
"6456","Mastigodryas danieli",5,"https://www.gbif.org/species/2456187",NA,"Animalia","Chordata","Squamata",NA,"Colubridae","Mastigodryas"
"6457","Mastigodryas pleii",1,"https://www.gbif.org/species/2456189",NA,"Animalia","Chordata","Squamata",NA,"Colubridae","Mastigodryas"
"6458","Mastigodryas pulchriceps",4,"https://www.gbif.org/species/2456220",NA,"Animalia","Chordata","Squamata",NA,"Colubridae","Mastigodryas"
"6459","Matayba camptoneura",2,"https://www.gbif.org/species/3784434",NA,"Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","Matayba"
"6460","Matayba elegans",39,"https://www.gbif.org/species/3784371",NA,"Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","Matayba"
"6461","Matayba scrobiculata",1,"https://www.gbif.org/species/3784004",NA,"Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","Matayba"
"6462","Matelea mutisiana",2,"https://www.gbif.org/species/3571369",NA,"Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Matelea"
"6463","Matisia alchornifolia",1,"https://www.gbif.org/species/7510608",NA,"Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Matisia"
"6464","Matisia cordata",1,"https://www.gbif.org/species/4073924","https://catalogo.biodiversidad.co/file/56e78bf583c45700544e4121/summary","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Matisia"
"6465","Matisia cornucopiae",4,"https://www.gbif.org/species/8250295",NA,"Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Matisia"
"6466","Matisia floccosa",2,"https://www.gbif.org/species/4073854",NA,"Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Matisia"
"6467","Matisia idroboi",1,"https://www.gbif.org/species/4073793",NA,"Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Matisia"
"6468","Matisia longiflora",10,"https://www.gbif.org/species/4073716",NA,"Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Matisia"
"6469","Matisia lozanoi",1,"https://www.gbif.org/species/4073682",NA,"Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Matisia"
"6470","Matisia obliquifolia",1,"https://www.gbif.org/species/4073657","https://catalogo.biodiversidad.co/file/56e78c3283c45700544e4124/summary","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Matisia"
"6471","Matisia ochrocalyx",49,"https://www.gbif.org/species/4073635",NA,"Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Matisia"
"6472","Matourea erecta",29,"https://www.gbif.org/species/10996335",NA,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Matourea"
"6473","Matricaria chamomilla",5,"https://www.gbif.org/species/6445074",NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Matricaria"
"6474","Matthiola incana",1,"https://www.gbif.org/species/5377378",NA,"Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Matthiola"
"6475","Mauria heterophylla",31,"https://www.gbif.org/species/5544309",NA,"Plantae","Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","Mauria"
"6476","Mauria obtusifolia",1,"https://www.gbif.org/species/5544379",NA,"Plantae","Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","Mauria"
"6477","Maxillaria acervata",1,"https://www.gbif.org/species/5318227",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6478","Maxillaria acuminata",3,"https://www.gbif.org/species/5318160",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6479","Maxillaria acutifolia",6,"https://www.gbif.org/species/5318142",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6480","Maxillaria aggregata",5,"https://www.gbif.org/species/5317971",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6481","Maxillaria alpestris",1,"https://www.gbif.org/species/5318629",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6482","Maxillaria amplifoliata",1,"https://www.gbif.org/species/9585934",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6483","Maxillaria anceschiana",1,"https://www.gbif.org/species/9343846",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6484","Maxillaria angustissima",1,"https://www.gbif.org/species/5318358",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6485","Maxillaria antioquiensis",1,"https://www.gbif.org/species/9347438",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6486","Maxillaria aurea",47,"https://www.gbif.org/species/5318055","https://catalogo.biodiversidad.co/file/56e796c883c45700544e41c8/summary","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6487","Maxillaria brachybulbon",2,"https://www.gbif.org/species/5318379",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6488","Maxillaria brevifolia",1,"https://www.gbif.org/species/5318171",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6489","Maxillaria cassapensis",1,"https://www.gbif.org/species/5318468",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6490","Maxillaria cordyline",4,"https://www.gbif.org/species/5318350",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6491","Maxillaria equitans",1,"https://www.gbif.org/species/5319473",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6492","Maxillaria exaltata",2,"https://www.gbif.org/species/5318612",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6493","Maxillaria farinifera",1,"https://www.gbif.org/species/5318553",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6494","Maxillaria fimbriatiloba",1,"https://www.gbif.org/species/5318498",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6495","Maxillaria graminifolia",8,"https://www.gbif.org/species/5318437",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6496","Maxillaria guareimensis",1,"https://www.gbif.org/species/5318236","https://catalogo.biodiversidad.co/file/56e78fa383c45700544e415f/summary","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6497","Maxillaria lepidota",7,"https://www.gbif.org/species/5318070",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6498","Maxillaria longipetala",2,"https://www.gbif.org/species/5318274","https://catalogo.biodiversidad.co/file/56e73e8f83c45700544e3f65/summary","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6499","Maxillaria luteoalba",1,"https://www.gbif.org/species/5318196",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6500","Maxillaria mapiriensis",3,"https://www.gbif.org/species/5318648",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6501","Maxillaria meridensis",3,"https://www.gbif.org/species/5318393",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6502","Maxillaria miniata",3,"https://www.gbif.org/species/5318269",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6503","Maxillaria monacensis",3,"https://www.gbif.org/species/5318115",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6504","Maxillaria multicaulis",1,"https://www.gbif.org/species/5317955",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6505","Maxillaria nanegalensis",4,"https://www.gbif.org/species/5318590",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6506","Maxillaria nasuta",3,"https://www.gbif.org/species/5318532",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6507","Maxillaria neglecta",3,"https://www.gbif.org/species/5318522",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6508","Maxillaria nigrescens",3,"https://www.gbif.org/species/5318398",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6509","Maxillaria notylioglossa",4,"https://www.gbif.org/species/5318310",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6510","Maxillaria nubigena",3,"https://www.gbif.org/species/5318297",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6511","Maxillaria obtusa",1,"https://www.gbif.org/species/9484855",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6512","Maxillaria parviflora",11,"https://www.gbif.org/species/5318422",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6513","Maxillaria pendula",1,"https://www.gbif.org/species/5318208",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6514","Maxillaria porrecta",3,"https://www.gbif.org/species/5318366",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6515","Maxillaria purpurata",3,"https://www.gbif.org/species/5318006",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6516","Maxillaria rhomboglossa",4,"https://www.gbif.org/species/9492472",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6517","Maxillaria ruberrima",8,"https://www.gbif.org/species/5318159",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6518","Maxillaria schlimii",1,"https://www.gbif.org/species/9563051",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6519","Maxillaria scorpioidea",2,"https://www.gbif.org/species/5318451",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6520","Maxillaria setigera",3,"https://www.gbif.org/species/5318282",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6521","Maxillaria soulangeana",1,"https://www.gbif.org/species/9296012",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6522","Maxillaria spilotantha",1,"https://www.gbif.org/species/5317918",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6523","Maxillaria superflua",1,"https://www.gbif.org/species/5319483",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6524","Maxillaria tristis",6,"https://www.gbif.org/species/5318288",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6525","Maxillaria valenzuelana",4,"https://www.gbif.org/species/5319478","https://catalogo.biodiversidad.co/file/56e5b05083c45700544e3e7b/summary","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6526","Maxillaria virguncula",3,"https://www.gbif.org/species/5318253",NA,"Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria"
"6527","Mayna hystricina",14,"https://www.gbif.org/species/3878787",NA,"Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Achariaceae","Mayna"
"6528","Maytenus laxiflora",12,"https://www.gbif.org/species/3792363",NA,"Plantae","Tracheophyta","Magnoliopsida","Celastrales","Celastraceae","Maytenus"
"6529","Mazama rufina",26,"https://www.gbif.org/species/5220122",NA,"Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Mazama"
"6530","Mecardonia procumbens",11,"https://www.gbif.org/species/3172014",NA,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Mecardonia"
"6531","Meccus dimidiatus",73,"https://www.gbif.org/species/9757846",NA,"Animalia","Arthropoda","Insecta","Hemiptera","Reduviidae","Meccus"
"6532","Mechanitis lysimnia",4,"https://www.gbif.org/species/1902458",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Mechanitis"
"6533","Mechanitis mazaeus",49,"https://www.gbif.org/species/1902451",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Mechanitis"
"6534","Mechanitis menapis",5,"https://www.gbif.org/species/1902502",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Mechanitis"
"6535","Mechanitis polymnia",8,"https://www.gbif.org/species/1902479",NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Mechanitis"
"6536","Mecistogaster modesta",1,"https://www.gbif.org/species/1421927",NA,"Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Mecistogaster"
"6537","Mecistogaster ornata",1,"https://www.gbif.org/species/1421918",NA,"Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Mecistogaster"
"6538","Mecocerculus leucophrys",2776,"https://www.gbif.org/species/2483822","https://catalogo.biodiversidad.co/file/56c7c0cdf0106c67230e7415/summary","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Mecocerculus"
"6539","Mecocerculus minor",1,"https://www.gbif.org/species/2483842",NA,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Mecocerculus"
"6540","Mecocerculus poecilocercus",18,"https://www.gbif.org/species/2483836",NA,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Mecocerculus"
"6541","Mecocerculus stictopterus",54,"https://www.gbif.org/species/2483838",NA,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Mecocerculus"
"6542","Medicago lupulina",18,"https://www.gbif.org/species/2965201",NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Medicago"
"6543","Medicago polymorpha",12,"https://www.gbif.org/species/2965531",NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Medicago"
"6544","Medicago sativa",4,"https://www.gbif.org/species/8298768",NA,"Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Medicago"
"6545","Medionops blades",7,"https://www.gbif.org/species/9253981",NA,"Animalia","Arthropoda","Arachnida","Araneae","Caponiidae","Medionops"
"6546","Medionops carolinae",4,"https://www.gbif.org/species/11374258",NA,"Animalia","Arthropoda","Arachnida","Araneae","Caponiidae","Medionops"
"6547","Meesia longiseta",2,"https://www.gbif.org/species/5282427",NA,"Plantae","Bryophyta","Bryopsida","Splachnales","Meesiaceae","Meesia"
"6548","Megaceras morpheus",16,"https://www.gbif.org/species/1074893",NA,"Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Megaceras"
"6549","Megaceryle alcyon",2,"https://www.gbif.org/species/2475472","https://catalogo.biodiversidad.co/file/56e79ba983c45700544e4229/summary","Animalia","Chordata","Aves","Coraciiformes","Alcedinidae","Megaceryle"
"6550","Megaceryle torquata",392,"https://www.gbif.org/species/2475466","https://catalogo.biodiversidad.co/file/56e79bae83c45700544e422a/summary","Animalia","Chordata","Aves","Coraciiformes","Alcedinidae","Megaceryle"
"6551","Megachile amparo",2,"https://www.gbif.org/species/1336083",NA,"Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile"
"6552","Megachile antiqua",1,"https://www.gbif.org/species/1335714",NA,"Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile"
"6553","Megachile otomita",2,"https://www.gbif.org/species/1336451",NA,"Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile"
"6554","Megachile urbana",1,"https://www.gbif.org/species/1336445",NA,"Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile"
